Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Mercedes-Benz New C-Class 200 CDI Classic,2011,10,55.0,65000,Diesel,Dealer,Manual,1
Tata Indica V2 eLS,2016,2.5,4.7,178000,Diesel,Dealer,Manual,0
Audi A4 2.0 TDI Multitronic,2012,13.5,31.8,65664,Diesel,Dealer,Automatic,0
Honda City ZX CVT,2007,1.85,15.3,63000,Petrol,Dealer,Automatic,1
Mercedes-Benz C-Class Progressive C 220d,2019,35.67,49.1,15369,Diesel,Dealer,Automatic,0
Maruti Ertiga SHVS VDI,2016,8.15,9.8,63000,Diesel,Dealer,Manual,0
Hyundai Creta 1.4 E Plus Diesel,2018,10.5,11.8,13000,Diesel,Dealer,Manual,0
Porsche Cayenne 2009-2014 Turbo,2008,14.5,213.7,73000,Petrol,Dealer,Automatic,0
Mahindra XUV500 W8 4WD,2015,9.65,12.4,55729,Diesel,Dealer,Manual,0
Hyundai i10 Sportz 1.2 AT,2012,3.48,6.8,45178,Petrol,Dealer,Automatic,0
Nissan Terrano XV D Pre,2015,6.92,16.7,56066,Diesel,Dealer,Manual,0
Honda Brio VX AT,2016,6.46,6.9,37300,Petrol,Dealer,Automatic,1
Audi A6 2.0 TDI Design Edition,2014,29.5,60.4,56000,Diesel,Dealer,Automatic,1
Ford Fiesta 1.4 SXi TDCi,2008,2,8.6,111111,Diesel,Dealer,Manual,0
Toyota Innova 2.0 G1,2006,4.5,9.4,230000,Petrol,Dealer,Manual,2
Toyota Innova 2.5 VX 7 STR BSIV,2012,11.75,13.1,104000,Diesel,Dealer,Manual,0
Hyundai Santro Xing XL,2005,1.3,3.4,87591,Petrol,Dealer,Manual,0
Maruti Swift VDI,2012,3.75,6.9,95100,Diesel,Dealer,Manual,0
Tata Zest Revotron 1.2T XE,2017,4.5,6.7,70000,Petrol,Dealer,Manual,0
Honda Amaze SX i-VTEC,2016,4.82,7.2,54944,Petrol,Dealer,Manual,0
Ford Figo Diesel ZXI,2012,2.8,6.1,70337,Diesel,Dealer,Manual,0
Maruti Ritz VDi,2013,3.11,6.2,99638,Diesel,Dealer,Manual,0
Honda City i VTEC E,2009,3.25,11.6,52000,Petrol,Dealer,Manual,0
BMW 5 Series 2003-2012 525d,2011,13.9,45.5,75000,Diesel,Dealer,Automatic,1
Hyundai i10 Sportz 1.2,2009,2.25,6.4,95980,Petrol,Dealer,Manual,0
Hyundai Grand i10 Sportz,2016,5.75,6.6,16000,Petrol,Dealer,Manual,0
Hyundai Santro Xing XO,2007,2.1,4.0,73745,Petrol,Dealer,Manual,0
Honda Amaze SX i-VTEC,2016,5,7.2,18949,Petrol,Dealer,Manual,0
Toyota Fortuner 4x2 Manual,2014,16.5,32.6,107000,Diesel,Dealer,Manual,0
Audi A6 2011-2015 35 TDI Premium,2018,39.58,47.2,48367,Diesel,Dealer,Automatic,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,5.5,11.2,57000,Diesel,Dealer,Manual,0
Mahindra XUV500 W8 2WD,2014,8.1,15.4,58000,Diesel,Dealer,Manual,0
Honda Amaze SX i-DTEC,2015,3.5,8.3,30000,Diesel,Dealer,Manual,0
Maruti Wagon R VXI BS IV,2016,4.45,5.9,62000,Petrol,Dealer,Manual,0
Datsun GO Plus T Petrol,2017,3.95,6.5,32851,Petrol,Dealer,Manual,0
Audi A4 3.0 TDI Quattro Premium,2010,9.8,50.0,30000,Diesel,Dealer,Automatic,0
Toyota Etios Liva 1.2 G,2014,3.9,6.4,53000,Petrol,Dealer,Manual,0
Mahindra XUV500 W8 2WD,2012,5.75,15.4,65000,Diesel,Dealer,Manual,1
Toyota Innova Crysta 2.8 ZX AT,2017,19.25,27.0,30000,Diesel,Dealer,Automatic,0
Maruti Eeco 5 Seater AC,2017,3.91,5.1,38053,Petrol,Dealer,Manual,0
Tata Nano Twist XT,2014,2.15,2.5,25500,Petrol,Dealer,Manual,0
BMW 3 Series 320d Luxury Line,2015,20.75,54.4,56087,Diesel,Dealer,Automatic,0
Honda Civic 2006-2010 1.8 V MT,2010,3.35,13.5,71088,Petrol,Dealer,Manual,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,11.11,19.9,55000,Diesel,Dealer,Manual,0
Volvo V40 Cross Country D3,2014,20,32.8,32700,Diesel,Dealer,Automatic,0
Nissan Micra XV CVT,2016,6.55,9.5,39882,Petrol,Dealer,Automatic,0
BMW 5 Series 2010-2013 525i,2009,7,59.3,128000,Petrol,Dealer,Automatic,0
Maruti Vitara Brezza VDi,2016,7.5,10.0,55000,Diesel,Dealer,Manual,0
Hyundai Santro Xing XL eRLX Euro III,2005,0.85,3.4,102000,Petrol,Dealer,Manual,1
Mercedes-Benz B Class B200 CDI,2014,16.75,28.3,53753,Diesel,Dealer,Automatic,1
Hyundai Verna CRDi 1.6 SX Option,2018,10.95,14.4,10250,Diesel,Dealer,Manual,0
Maruti Wagon R LXI BS IV,2011,2.45,5.5,43874,Petrol,Dealer,Manual,0
Tata Nano XTA,2017,3.23,4.2,32684,Petrol,Dealer,Automatic,0
Mahindra Scorpio VLX,2014,7.75,18.6,42000,Diesel,Dealer,Manual,0
Mercedes-Benz New C-Class 200 K AT,2009,9.35,29.1,28352,Petrol,Dealer,Automatic,0
Maruti Wagon R LXI CNG,2013,3.25,6.4,89900,CNG,Dealer,Manual,0
Honda CR-V 2.4 MT,2007,5.25,24.4,47700,Petrol,Dealer,Manual,1
Volkswagen Vento 1.5 TDI Comfortline AT,2015,7.25,10.0,55000,Diesel,Dealer,Automatic,0
Maruti Ciaz VXi Plus,2017,7.47,8.1,44285,Petrol,Dealer,Manual,0
Mahindra XUV500 AT W10 FWD,2016,13.25,17.3,54000,Diesel,Dealer,Automatic,0
Maruti Alto K10 VXI,2014,2.6,4.5,88500,Petrol,Individual,Manual,0
Mercedes-Benz SLC 43 AMG,2017,54,95.0,13372,Petrol,Individual,Automatic,0
Hyundai Verna VTVT 1.6 AT SX Plus,2019,11.5,13.5,12645,Petrol,Individual,Automatic,0
Maruti Alto LXi BSIII,2010,1.6,5.5,94385,Petrol,Individual,Manual,1
Honda Civic 2006-2010 1.8 V MT,2012,3.95,13.5,88578,Petrol,Individual,Manual,0
Honda Amaze SX i-DTEC,2014,3.7,8.3,45044,Diesel,Individual,Manual,0
Audi RS5 Coupe,2013,37,128.0,23000,Petrol,Individual,Automatic,0
BMW 3 Series Luxury Line,2014,26.5,60.9,48000,Diesel,Individual,Automatic,0
Audi A4 2.0 TDI 177 Bhp Premium Plus,2015,23.32,36.9,48214,Diesel,Individual,Automatic,0
Maruti Swift VDI,2016,6.25,6.9,35000,Diesel,Individual,Manual,0
Volkswagen Polo Diesel Trendline 1.2L,2012,3.5,5.5,65634,Diesel,Individual,Manual,0
Mahindra XUV500 W8 2WD,2012,7.9,15.4,32792,Diesel,Individual,Manual,0
Toyota Fortuner 4x2 Manual,2012,13.5,32.6,131765,Diesel,Individual,Manual,0
Ford Figo Diesel Titanium,2010,2.1,6.2,66123,Diesel,Individual,Manual,1
Hyundai Grand i10 1.2 Kappa Asta,2019,6.5,7.4,1000,Petrol,Individual,Manual,0
Audi A6 2011-2015 2.0 TDI Premium Plus,2012,19,46.5,62500,Diesel,Individual,Automatic,1
Volkswagen Vento Petrol Highline AT,2013,4.45,14.4,21000,Petrol,Individual,Automatic,1
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,22.95,46.5,40000,Diesel,Individual,Automatic,0
Chevrolet Beat Diesel LT,2012,1.5,3.9,88000,Diesel,Individual,Manual,0
Skoda Superb Elegance 1.8 TSI AT,2012,6.89,22.3,53537,Petrol,Individual,Automatic,0
BMW 5 Series 520d Luxury Line,2014,33.5,69.5,51000,Diesel,Individual,Automatic,0
Maruti Baleno Alpha,2017,7.5,8.8,24773,Petrol,Individual,Manual,0
Ford Figo Diesel ZXI,2010,2.6,6.1,120000,Diesel,Individual,Manual,0
Maruti Ertiga ZDI,2016,8.5,12.7,33000,Diesel,Individual,Manual,0
Honda Amaze S i-Dtech,2014,3.5,7.8,52000,Diesel,Individual,Manual,0
Honda Amaze S i-Dtech,2013,3.25,7.8,50000,Diesel,Individual,Manual,0
Mahindra NuvoSport N6,2017,6.5,10.5,29000,Diesel,Individual,Manual,1
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,9,12.0,20000,Diesel,Individual,Manual,0
Hyundai i20 Asta Option 1.2,2016,6,8.1,61012,Petrol,Individual,Manual,0
Honda Amaze S Diesel,2013,3.25,8.5,45000,Diesel,Individual,Manual,0
Renault Duster 85PS Diesel RxL Optional,2014,5.95,19.5,30000,Diesel,Individual,Manual,0
Skoda Superb Style 1.8 TSI AT,2017,26,33.6,26000,Petrol,Individual,Automatic,0
Honda Amaze VX i-DTEC,2014,3.5,8.9,64000,Diesel,Individual,Manual,1
Mahindra Verito 1.5 D4 BSIV,2013,3.7,9.1,107000,Diesel,Individual,Manual,0
Maruti Wagon R VXI,2013,2.65,5.3,32000,Petrol,Individual,Manual,0
Maruti Swift VDI BSIV,2013,4.1,7.4,47000,Diesel,Individual,Manual,0
Mini Cooper Convertible S,2017,35.67,44.3,26327,Petrol,Individual,Automatic,0
Ford Figo Diesel EXI,2012,2.5,5.7,41284,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.8 GX AT,2019,19.64,20.7,14165,Diesel,Individual,Automatic,0
Honda City i-VTEC V,2011,3.87,11.7,32572,Petrol,Individual,Manual,0
Hyundai i20 1.2 Magna Executive,2018,6.27,7.1,14960,Petrol,Individual,Manual,0
Chevrolet Beat Diesel LT,2013,2.65,3.9,74000,Diesel,Individual,Manual,0
Maruti Ertiga VDI,2013,6.9,9.9,52000,Diesel,Individual,Manual,0
Toyota Innova 2.5 V Diesel 7-seater,2014,10.75,9.6,118000,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.4 ZX MT,2017,18.65,25.5,43000,Diesel,Individual,Manual,0
Maruti Swift VDI,2012,3.75,6.9,120000,Diesel,Individual,Manual,0
Hyundai Verna CRDi 1.6 SX,2008,2.6,14.1,143275,Diesel,Individual,Manual,0
Hyundai Santro Xing XL,2006,1.75,3.4,99000,Petrol,Individual,Manual,0
Mercedes-Benz GLE 350d,2017,61.29,95.1,29819,Diesel,Individual,Automatic,0
Maruti Swift VDI,2018,7.15,6.9,31025,Diesel,Individual,Manual,0
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2013,7,18.6,105000,Diesel,Individual,Manual,1
Tata Zest Quadrajet 1.3 75PS XE,2017,3.75,8.3,121900,Diesel,Individual,Manual,0
Tata Zest Quadrajet 1.3 75PS XE,2018,5.25,8.3,45000,Diesel,Individual,Manual,0
Honda Jazz VX,2015,4.85,8.9,62178,Petrol,Individual,Manual,0
Toyota Innova Crysta 2.4 ZX MT,2016,20.25,25.4,48000,Diesel,Individual,Manual,0
Audi A6 2011-2015 2.0 TDI Technology,2015,26.78,46.5,31652,Diesel,Individual,Automatic,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2010,8.26,19.9,109000,Diesel,Individual,Manual,1
Honda City i-VTEC CVT ZX,2017,12.69,16.7,15000,Petrol,Individual,Automatic,0
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,20.77,46.5,61726,Diesel,Individual,Automatic,0
Hyundai Santro Xing XL,2006,1.5,3.4,58000,Petrol,Individual,Manual,1
Maruti Swift VDI BSIV,2011,2.5,7.4,60020,Diesel,Individual,Manual,0
Maruti Celerio VXI AT,2014,4.25,5.7,77815,Petrol,Individual,Automatic,0
Mercedes-Benz GLE 250d,2017,57,79.4,29000,Diesel,Individual,Automatic,0
Honda Brio 1.2 VX MT,2012,3.13,6.6,91931,Petrol,Individual,Manual,0
Maruti Wagon R LXI BS IV,2012,2.65,5.5,65000,Petrol,Individual,Manual,0
Mahindra XUV500 W8 4WD,2015,10.6,12.4,88428,Diesel,Individual,Manual,0
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,21.95,46.5,51495,Diesel,Individual,Automatic,0
Audi Q7 45 TDI Quattro Technology,2017,62.67,104.0,97430,Diesel,Individual,Automatic,0
Maruti Swift VDI BSIV,2015,6.15,7.4,76496,Diesel,Individual,Manual,0
Volkswagen Polo Petrol Comfortline 1.2L,2011,2.55,6.2,32000,Petrol,Individual,Manual,0
Maruti Alto LXi,2009,1.5,5.5,35000,Petrol,Individual,Manual,0
Maruti Alto LXi,2006,1.4,5.5,56000,Petrol,Individual,Manual,1
Maruti Alto LXi,2012,2.25,5.5,38000,Petrol,Individual,Manual,0
Hyundai i20 Asta Option 1.2,2016,7.66,8.1,24973,Petrol,Individual,Manual,0
Maruti Vitara Brezza LDi,2016,7.15,9.1,45000,Diesel,Individual,Manual,0
Honda Amaze S i-Dtech,2013,3.45,7.8,57000,Diesel,Individual,Manual,0
BMW 3 Series Luxury Line,2015,25.99,58.7,30717,Diesel,Individual,Automatic,1
Skoda Octavia RS,2005,2.05,28.4,100000,Petrol,Individual,Automatic,0
Maruti Alto K10 VXI,2017,3.75,4.5,30000,Petrol,Individual,Manual,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,6.75,11.2,68000,Diesel,Individual,Manual,0
Jaguar XF 2.0 Diesel Portfolio,2017,52,72.6,21000,Diesel,Individual,Automatic,0
Skoda Superb L&K 1.8 TSI AT,2019,27.3,36.2,13747,Petrol,Individual,Automatic,0
Maruti Swift LDI,2013,3.5,6.0,70000,Diesel,Individual,Manual,0
Nissan Micra Diesel XV,2011,2.75,8.1,83000,Diesel,Individual,Manual,0
Mini Clubman Cooper S,2017,35,44.6,8350,Petrol,Individual,Manual,0
Toyota Etios GD,2014,3.25,8.1,45000,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus,2017,9.49,12.0,39000,Diesel,Individual,Manual,0
Maruti Ritz VDi,2010,3.2,6.2,68000,Diesel,Individual,Manual,1
Honda BRV i-VTEC V CVT,2017,9.48,14.7,35676,Petrol,Individual,Automatic,0
Hyundai Santro Xing XL eRLX Euro III,2007,1.95,3.4,50958,Petrol,Individual,Manual,0
Jaguar XE Portfolio,2017,34.5,53.7,9000,Petrol,Individual,Automatic,0
Audi A3 35 TDI Attraction,2014,16.5,32.2,79271,Diesel,Individual,Automatic,0
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2018,28,33.9,12000,Diesel,Individual,Automatic,0
Maruti Wagon R LXI BSIII,2013,2.75,3.4,53000,Petrol,Individual,Manual,0
Skoda Superb Elegance 1.8 TSI AT,2010,7.25,22.3,57000,Petrol,Individual,Automatic,0
Land Rover Range Rover 2.2L Pure,2014,29.67,58.3,95649,Diesel,Individual,Automatic,0
BMW 3 Series Luxury Line,2015,25.5,60.9,41000,Diesel,Individual,Automatic,0
Honda BR-V i-VTEC S MT,2017,8.5,12.5,9000,Petrol,Individual,Manual,0
Hyundai i20 Active SX Petrol,2017,6.9,9.7,40250,Petrol,Individual,Manual,0
Mercedes-Benz GLC 43 AMG Coupe,2018,70.99,95.4,22397,Petrol,Individual,Automatic,0
Hyundai Grand i10 SportZ Edition,2018,5.5,6.6,40322,Petrol,Individual,Manual,0
Honda City 1.5 EXI S,2013,4.35,6.5,52576,Petrol,Individual,Manual,0
Audi A6 35 TFSI Matrix,2016,24.5,60.6,47000,Petrol,Individual,Automatic,0
Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,8.5,47.3,50000,Petrol,Individual,Automatic,1
Mini Cooper Convertible S,2014,28.5,44.3,11900,Petrol,Individual,Automatic,0
Toyota Etios VD,2013,5.75,8.5,37000,Diesel,Individual,Manual,0
Mahindra Bolero ZLX,2016,7.7,11.3,82756,Diesel,Individual,Manual,0
Volkswagen Vento 1.6 Comfortline,2017,7.1,11.5,15000,Petrol,Individual,Manual,1
Tata Indica Vista Quadrajet LS,2014,2.5,5.3,67000,Diesel,Individual,Manual,0
Mahindra XUV500 W8 2WD,2013,7.53,15.4,61672,Diesel,Individual,Manual,0
Toyota Innova 2.5 V Diesel 7-seater,2015,13.5,9.6,80883,Diesel,Individual,Manual,0
Maruti S-Cross Delta DDiS 200 SH,2018,8.92,11.3,12923,Diesel,Individual,Manual,0
Audi Q3 35 TDI Quattro Premium Plus,2016,20.37,43.7,86642,Diesel,Individual,Automatic,0
BMW 3 Series Luxury Line,2016,36.5,62.1,19235,Diesel,Individual,Automatic,0
Hyundai Xcent 1.1 CRDi S Celebration Edition,2016,5.25,8.1,51000,Diesel,Individual,Manual,0
Hyundai Santro Xing GLS,2008,2.22,3.5,46000,Petrol,Individual,Manual,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,10.5,19.9,162663,Diesel,Individual,Manual,0
Mercedes-Benz E-Class E 220 d,2018,51.43,87.0,26405,Petrol,Individual,Automatic,0
Hyundai Grand i10 Sportz,2015,4.5,6.6,27000,Petrol,Individual,Manual,0
Renault Duster 85PS Diesel RxL Option,2015,7,19.5,67000,Diesel,Individual,Manual,1
Ford Figo Diesel EXI,2011,2.25,5.7,75000,Diesel,Individual,Manual,1
Maruti Ritz VDi,2011,3,6.2,91000,Diesel,Individual,Manual,0
Nissan Micra Diesel XV Premium,2013,3.55,8.1,60000,Diesel,Individual,Manual,0
Mercedes-Benz GLS 350d 4MATIC,2017,56,100.0,129000,Diesel,Individual,Automatic,0
Maruti Ertiga VXI,2014,5.5,8.9,98000,Petrol,Individual,Manual,0
Honda Brio VX AT,2014,4.25,6.9,35000,Petrol,Individual,Automatic,0
Toyota Fortuner 4x4 AT,2017,32,40.9,25000,Diesel,Individual,Automatic,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,6.25,11.2,79000,Diesel,Individual,Manual,0
Maruti Swift Vdi BSIII,2010,3.6,6.9,86000,Diesel,Individual,Manual,1
Hyundai Grand i10 Sportz,2017,4.8,6.6,8500,Petrol,Individual,Manual,1
Hyundai Santro Xing GLS,2009,2.3,3.5,80227,Petrol,Individual,Manual,0
Maruti Wagon R LXI,2012,3.3,4.7,30000,Petrol,Individual,Manual,0
Hyundai Creta 1.6 SX,2016,8,14.8,69434,Petrol,Individual,Manual,0
Maruti Celerio VXI,2014,2.79,5.7,56000,Petrol,Individual,Manual,0
Tata Nano Twist XT,2014,1,2.5,18000,Petrol,Individual,Manual,1
Maruti Ertiga VXI,2014,5.6,8.9,47399,Petrol,Individual,Manual,0
Toyota Fortuner 4x2 Manual,2012,13.25,32.6,109000,Diesel,Individual,Manual,0
Mercedes-Benz New C-Class Progressive C 200,2019,38.99,49.5,13190,Petrol,Individual,Automatic,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,9.51,19.9,55000,Diesel,Individual,Manual,0
BMW X1 sDrive 20d xLine,2017,29.4,48.2,31645,Diesel,Individual,Automatic,0
Maruti Ertiga ZDI,2013,6.75,12.3,105000,Diesel,Individual,Manual,1
Skoda Rapid 1.5 TDI Style,2017,10.5,15.4,31000,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.8 GX AT,2016,17,19.2,100200,Diesel,Individual,Automatic,0
Honda Amaze VX i-DTEC,2015,5.6,8.9,62550,Diesel,Individual,Manual,0
Jaguar XF 2.2 Litre Luxury,2015,29.98,51.9,37340,Diesel,Individual,Automatic,0
Jeep Compass 2.0 Limited,2018,19,23.0,29000,Diesel,Individual,Manual,0
Mahindra Bolero ZLX,2012,6,11.2,105000,Diesel,Individual,Manual,1
Maruti Swift VDI,2014,5.25,6.9,35000,Diesel,Individual,Manual,0
Hyundai Santro Xing XO,2006,1.4,4.0,83072,Petrol,Individual,Manual,0
Audi A6 2011-2015 2.0 TDI Premium Plus,2012,12.3,46.5,202082,Diesel,Individual,Automatic,0
Volkswagen Polo 1.5 TDI Highline,2018,8.12,10.3,33558,Diesel,Individual,Manual,0
Maruti Ertiga VDI,2013,5.95,9.9,53073,Diesel,Individual,Manual,0
Hyundai i20 1.2 Magna,2015,5.75,7.1,59000,Petrol,Individual,Manual,0
Maruti Swift LDI Optional,2018,6.2,6.0,52010,Diesel,Individual,Manual,0
Audi A6 2011-2015 35 TFSI Technology,2016,24.22,51.0,58953,Petrol,Individual,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2019,24.82,28.1,40674,Diesel,Individual,Automatic,0
Mercedes-Benz GLC 220d 4MATIC Style,2018,48.5,59.8,10003,Diesel,Individual,Automatic,0
Volkswagen Vento 1.5 TDI Highline AT,2016,9.45,15.9,25000,Diesel,Individual,Automatic,0
Toyota Innova Crysta 2.4 GX MT 8S,2017,17.5,19.4,52000,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi,2016,8.9,10.7,21558,Diesel,Individual,Manual,0
Toyota Fortuner 4x2 Manual,2014,20.5,32.6,107825,Diesel,Individual,Manual,0
Mini Cooper 5 DOOR D,2016,29.5,42.1,11000,Diesel,Individual,Automatic,0
Tata Safari Storme VX Varicor 400,2017,11.25,17.0,37000,Diesel,Individual,Manual,0
Honda BR-V i-DTEC VX MT,2017,10.79,15.5,32249,Diesel,Individual,Manual,0
Maruti Ignis 1.2 Alpha,2017,5.7,7.9,7000,Petrol,Individual,Manual,0
Mahindra XUV500 W8 2WD,2012,8.1,15.4,72450,Diesel,Individual,Manual,0
Honda City ZX CVT,2005,1.96,15.3,100000,Petrol,Individual,Automatic,2
Maruti Alto K10 VXI,2011,2.75,4.7,64357,Petrol,Individual,Manual,0
Honda BRV i-VTEC V CVT,2017,9.25,15.0,18000,Petrol,Individual,Automatic,0
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,23.89,46.5,49964,Diesel,Individual,Automatic,0
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2012,8.9,19.9,78600,Diesel,Individual,Manual,0
Maruti Ritz VDi,2015,3.27,6.2,65000,Diesel,Individual,Manual,1
Hyundai i20 Asta Option 1.2,2016,6.3,8.1,21000,Petrol,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,11.31,12.6,18108,Diesel,Individual,Manual,0
Nissan Sunny XV CVT,2013,5.43,11.3,37199,Petrol,Individual,Automatic,0
Maruti Ritz VDi,2012,3.55,6.2,146824,Diesel,Individual,Manual,0
Skoda Superb 1.8 TSI MT,2010,6,22.1,53293,Petrol,Individual,Manual,0
Audi A6 2.0 TDI Design Edition,2014,29,60.4,48000,Diesel,Individual,Automatic,0
Toyota Innova Crysta 2.4 ZX MT,2017,18.75,26.5,64798,Diesel,Individual,Manual,0
Ford Figo Diesel ZXI,2010,1.28,6.1,100002,Diesel,Individual,Manual,2
Renault Duster 85PS Diesel RxL Optional,2014,7.5,19.5,75000,Diesel,Individual,Manual,0
Maruti Dzire AMT ZXI Plus,2017,8.5,10.3,13000,Petrol,Individual,Automatic,0
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,19.5,36.9,45979,Diesel,Individual,Automatic,1
Chevrolet Beat Diesel LT,2012,2.65,3.9,40700,Diesel,Individual,Manual,0
Maruti Wagon R LXI BS IV,2015,3.52,5.5,43828,Petrol,Individual,Manual,0
Hyundai i20 1.2 Magna,2010,3.25,7.1,67714,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 CRDi Magna,2017,4.9,7.5,14000,Diesel,Individual,Manual,0
Honda City i-VTEC V,2014,5.7,11.9,55818,Petrol,Individual,Manual,1
Maruti Swift VDI BSIV,2012,2.9,7.4,52241,Diesel,Individual,Manual,0
Maruti Swift LDI SP Limited Edition,2016,6.25,6.0,54631,Diesel,Individual,Manual,0
Maruti Swift VDI BSIV,2007,3.4,7.4,60000,Diesel,Individual,Manual,1
Tata Nano XTA,2016,3.19,4.2,24941,Petrol,Individual,Automatic,0
Maruti Ertiga VDI,2017,7.75,10.4,63939,Diesel,Individual,Manual,0
Maruti Celerio VXI AMT,2014,3.2,5.6,35214,Petrol,Individual,Automatic,1
Maruti Swift VDI BSIV,2015,4.9,7.4,63000,Diesel,Individual,Manual,0
Mini Cooper 5 DOOR D,2014,23.5,42.5,60000,Diesel,Individual,Automatic,1
Hyundai Santro Xing XO,2007,2.2,4.0,71297,Petrol,Individual,Manual,0
Honda City i-VTEC CVT VX,2015,10.65,16.0,18955,Petrol,Individual,Automatic,0
Jaguar XF 2.2 Litre Luxury,2016,35.68,51.9,47877,Diesel,Individual,Automatic,0
Mahindra XUV500 W8 2WD,2015,9.9,15.4,72007,Diesel,Individual,Manual,0
Mercedes-Benz New C-Class C 200 CGI Avantgarde,2014,15.46,47.3,56778,Petrol,Individual,Automatic,0
Honda Jazz VX,2018,8.46,9.1,20024,Petrol,Individual,Manual,0
Maruti Alto LXi BSIII,2012,2.6,5.5,67147,Petrol,Individual,Manual,0
Ford Figo Titanium Diesel,2015,2.5,7.7,72035,Diesel,Individual,Manual,0
Tata Indica V2 eLS,2016,2.2,4.7,73000,Diesel,Individual,Manual,0
Toyota Innova 2.5 V Diesel 8-seater,2016,15.65,9.6,50000,Diesel,Individual,Manual,0
Ford Figo Diesel EXI,2014,4.08,5.7,74980,Diesel,Individual,Manual,0
Maruti Celerio VXI AT,2014,4.55,5.7,44600,Petrol,Individual,Automatic,0
Mercedes-Benz A Class A180 CDI,2013,14,26.2,37000,Diesel,Individual,Automatic,0
Hyundai Creta 1.6 SX,2016,10.9,13.7,21000,Petrol,Individual,Manual,0
Maruti Wagon R VXI,2015,4.32,5.7,72599,Petrol,Individual,Manual,0
Mahindra XUV500 W9 AT,2019,17.63,21.3,19654,Diesel,Individual,Automatic,0
Mercedes-Benz GLE 250d,2016,56,78.8,21000,Diesel,Individual,Automatic,0
Honda Amaze VX Diesel,2018,8.5,10.3,12000,Diesel,Individual,Manual,0
Maruti Alto K10 LXI,2014,2.3,4.3,49000,Petrol,Individual,Manual,0
Hyundai i20 Asta Option 1.2,2015,5.25,8.1,37000,Petrol,Individual,Manual,1
Audi A6 2011-2015 2.0 TDI Premium Plus,2013,18.95,46.5,31000,Diesel,Individual,Automatic,0
Maruti Wagon R LXI BS IV,2014,2.49,5.5,40000,Petrol,Individual,Manual,0
Renault KWID RXT,2016,3.15,4.6,4152,Petrol,Individual,Manual,0
Volkswagen Ameo 1.5 TDI Highline,2017,6.45,10.0,51000,Diesel,Individual,Manual,0
Hyundai i20 Asta Option 1.2,2017,7.14,8.1,58620,Petrol,Individual,Manual,0
Ford Figo Diesel Titanium,2015,4.25,6.2,92000,Diesel,Individual,Manual,0
Mahindra Xylo H4,2016,7.5,11.7,215000,Diesel,Individual,Manual,0
Maruti Celerio VXI AT,2014,4.4,5.7,33450,Petrol,Individual,Automatic,0
Volkswagen Vento Diesel Comfortline,2013,6.25,10.0,125000,Diesel,Individual,Manual,1
Ford Figo Diesel ZXI,2013,3.2,6.1,51000,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.4 ZX MT,2017,18.6,25.5,43200,Diesel,Individual,Manual,0
Hyundai Santro Xing GL Plus,2013,1.75,3.7,31000,Petrol,Individual,Manual,0
Audi A4 2.0 TDI,2011,10.99,43.1,46000,Diesel,Individual,Automatic,1
Audi A4 2.0 TDI,2012,14.5,43.1,47346,Diesel,Individual,Automatic,0
Jaguar XF 2.2 Litre Luxury,2015,32.8,51.9,44194,Diesel,Individual,Automatic,0
Hyundai Xcent 1.2 CRDi S,2018,5.9,8.6,25302,Diesel,Individual,Manual,0
Audi A4 2.0 TDI Multitronic,2011,12.5,31.8,59000,Diesel,Individual,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2018,19.92,27.0,41736,Diesel,Individual,Automatic,0
Renault KWID 1.0 RXT Optional,2017,3.25,4.8,63262,Petrol,Individual,Manual,0
Maruti Celerio VXI Optional AMT,2017,5,6.1,7500,Petrol,Individual,Automatic,0
Mahindra XUV500 W8 2WD,2011,5.5,15.4,66000,Diesel,Individual,Manual,0
